id,name,username,numberOfFollowers,numberOfFollowing,numberOfTweets,created_at,verified,description,location,numberOfOriginalTweets,numberOfRetweets,numberOfReplies,numberOfQuotes,retweet_ids,retweet_users,reply_users,quote_users,tweets_id
126943410,유재명 / Jae Myung Yu,lemon2sang,1511.0,5000.0,109348.0,2010-03-27T14:18:35.000Z,False,"https://t.co/3MObHwhrrq

#npub18shtpf6xw3d0h9nl870eq5pqqqt6pkm9g77jyzzuxsscp8w6q34sdu7rce","Seoul, Korea",,,,,,,,,
1146549086872408069,Johnny 6502,JonySixFive,1.0,108.0,8220.0,2019-07-03T22:39:38.000Z,False,🇰🇷🇨🇦 He/him. Video games. I like my sci-fi hard and my tacos soft,,0.0,26.0,1.0,0.0,1633404309181218816;1631399868575907840;1635263124583632897;1635716747524444160;1635663721782743040;1635422911191306240;1635628836917321730;1635428073972588548;1635345364772597760;1634901759197081601;1635311241051930624;1635311237713268736;1635357988981706752;1635342846940307456;1635127342019346432;1634989152986071040;1635062000853331969;1635152837385805824;1635122069502590976;1635077761927901184;1634398494650691585;1634610163272253444;1634884389946421251;1634957819354181634;1634109624545574912;1634427092824629251,313091751;38029205;1276144327694180360;23273872;30900841;970207298;4848301;4848301;423178047;747578295890239489;1646242405;1646242405;23273872;1257273575050018817;246356155;29769998;182675886;19847709;17525171;17525171;1634248890;1115826452715511809;4011928402;14563376;39279821;16228398,218195620,,1635795627421634560;1635757549537603584;1635757439898484736;1635717752987222016;1635684438381334529;1635647200129847298;1635645770715250688;1635645704910643200;1635561859905634309;1635410316107599873;1635407577365508097;1635407490065256448;1635405973753061376;1635405916152668160;1635353643523399681;1635323325928075265;1635314826636587010;1635313725229121536;1635312104491356161;1635132850076028939;1635099022569664513;1635088746084442113;1635056067087564801;1635055299265720321;1634963019351625729;1634962835473305600;1634958744173047809
24524761,michelle savaria 🇺🇦🌻☮️ 🇺🇸🐶,msav6038,205.0,403.0,182892.0,2009-03-15T13:43:59.000Z,False,,,,,,,,,,,
512966590,Lysis,AlbusLynx,845.0,4989.0,59300.0,2012-03-03T09:03:14.000Z,False,"Apollinisch-dionysisch. “Quand le passé n'éclaire plus l'avenir, l'esprit marche dans les ténèbres”, Alexis de Tocqueville. Like/Share/RT ≠ Endorsement",,0.0,6.0,0.0,0.0,1635664434051051520;1635249960781504513;1635194342720819201;1635191367747133443;1635381348918779907;1635063201447694336,1449880381;1449880381;1449880381;1449880381;245787180;517205300,,,1635698061115523101;1635401249666506752;1635401029440405504;1635400954710470657;1635400673444626433;1635161846054526977
8743302,Poutinho,rhh,4312.0,2423.0,42617.0,2007-09-08T10:41:57.000Z,False,"founder of Hyndman | Law, co-founder of mesh, co-founder of #HoHoTo. Instagram @rhyndman. Joined September 2007.","Toronto, Ontario",,,,,,,,,
4476020061,MOHAMED ALIE JALLOH,mohamedaliejal7,240.0,452.0,16564.0,2015-12-14T01:30:52.000Z,False,"LOVEING AS ALL WAYS❤💖
Being Gentle Every day😊👍",sierra leone,0.0,99.0,1.0,0.0,1635631782744793089;1635806055346192384;1635865670322892805;1635883776734556161;1635051877124694017;1635884566710976513;1635806129648279554;1635850949133737989;1635662680508735495;1635389267873767425;1635861350474719233;1635622327223238657;1635616070286573569;1635742955859312641;1635690251497746458;1635753596468752386;1635714569388556308;1635713545651490816;1635732755194474499;1635702407698034688;1635775769904381953;1635589188853678080;1635545044525432832;1635632216892948480;1635574541849174019;1635775700480458752;1635775350088114176;1635629160272887809;1635648293676933127;1635413022834585600;1635664585117114370;1635691272143876099;1635634943471517696;1635623266600603655;1635762850500050944;1635763232370556932;1635763232525766658;1635761597099438081;1635761755216392192;1635762731272773635;1635762734770843648;1635762735643230214;1635762737274863617;1635762779528331264;1635762801728802816;1635754623595319296;1635704117141045256;1635728795222044674;1635740336902356992;1635678843682926605;1635760351064236032;1635682710017515521;1635734349269139491;1635755406461902851;1635758714434244608;1635637802124685318;1635604939459231746;1635677880347766789;1635693809945260047;1635716401959665669;1635722858415677440;1635733551776948224;1635737059653726209;1635745630185459716;1635723499116412928;1635671654318710787;1635687700144566283;1635752752201465856;1635713664782041095;1635642077836111873;1635621694021804032;1635746827512291328;1635605531468394501;1635708304449060864;1635742451204849690;1635617321363406851;1635720191001624576;1635609491172466691;1635702406183780354;1635652425141846019;1635687699947433994;1635650391286378499;1635479201930199042;1635275806175014917;1635401863628718080;1635599693727035392;1635404948958765061;1635210272997769216;1635597027970260993;1635604185189171204;1635322155905974272;1635589087125196801;1635596647743868931;1635582726614007808;1635593229390209025;1635574224596115459;1635596837074751488;1635589336396886017;1635501042174402561,69059617;928759224599040001;2207129125;928759224599040001;1381699484988637194;3185716686;45167431;2207129125;1291128494;1549528772856225794;122453931;69059617;45167431;1044770832369811462;2207129125;2207129125;2207129125;2207129125;1044770832369811462;1443582062963822599;928759224599040001;1034665663;96846955;27602050;69059617;1044770832369811462;69620713;2207129125;69059617;45167431;27602050;1044770832369811462;918138253617790976;2207129125;15110357;970698661364715520;2207129125;91478624;807095;66369181;3108351;15110357;2231905548;69620713;759251;3185716686;144274618;69620713;928759224599040001;1443582062963822599;2207129125;1044770832369811462;988955288;918138253617790976;2207129125;333357345;1252509835154919424;928759224599040001;69620713;918138253617790976;2207129125;2207129125;2207129125;2207129125;988955288;928759224599040001;69620713;45167431;1349149096909668363;27602050;776528756;333357345;1044770832369811462;2207129125;1252509835154919424;69059617;155659213;918138253617790976;1443582062963822599;1539396470922792961;928759224599040001;333357345;45167431;2207129125;2207129125;34713362;1044770832369811462;918138253617790976;2207129125;988955288;918138253617790976;27602050;988955288;247653244;333357345;1252509835154919424;1044770832369811462;1252509835154919424;91478624,1252509835154919424,,1635894395508609025;1635894084945563651;1635894002707836931;1635893934542016515;1635893796155056129;1635892964235853824;1635892877329854465;1635892467290497028;1635892348830773250;1635892084879048704;1635891936752967680;1635891386128973825;1635793194515324928;1635777907267076097;1635777805517750272;1635777670477922305;1635777656493834240;1635777467876102144;1635777451556241409;1635777387827986433;1635777350259597312;1635777235524411392;1635776639492665344;1635776509733371905;1635776484399804418;1635776389373648898;1635776373003362305;1635775758915313664;1635775550236000256;1635775438654955520;1635775411589201922;1635775240516009985;1635775112833118209;1635774962656247809;1635774873883623431;1635763692208791552;1635763498939449350;1635763480887214084;1635763296153239552;1635763254608666626;1635763125663281153;1635763086949863433;1635763071481200641;1635763049968615428;1635762981760794624;1635762940665114624;1635761694512119814;1635761623292866562;1635761523975942144;1635761493105934336;1635761470611890181;1635761380404887552;1635761217066217475;1635761170643558400;1635761139349876736;1635761092461723648;1635760973427384320;1635760942460940292;1635760778971152384;1635760750584102914;1635760694753730560;1635760679184396290;1635760659999649794;1635760643486654468;1635760625904234496;1635760612956426247;1635760463198732289;1635760443519115264;1635760187876278272;1635760168796401664;1635759161303498753;1635759063337168896;1635759007704002560;1635758852984414209;1635758730343075840;1635758700462743574;1635758628341956609;1635758548515799053;1635758445902307329;1635758377077731329;1635758281783226371;1635758261319155715;1635758192750723073;1635604749411024896;1635604704485945346;1635604663104946176;1635604642930257921;1635604541717778432;1635604529445052416;1635604494472847363;1635604480203927553;1635603354209652737;1635603328011780097;1635603287415173122;1635603251331493888;1635603230464827392;1635603190409314305;1635603156624130051;1635596008930308097;1635573359151816705
1410388787612446721,Roman,SHodl9000,467.0,228.0,14770.0,2021-07-01T00:04:37.000Z,False,"I am the greatest MATHEMATICIAN and PHYSICISTS of all time! Me queda corto ese Issac Newtown. 

next: TAIJUTSU: Way of Wata",Future,12.0,62.0,11.0,0.0,1635692524659675136;1630199799545749507;1635677598939492352;1635573389355098117;1635779797128454145;1635624002428477443;1635900627514707969;1635870958765629440;1635778616872292352;1635854256103378944;1635687642883928069;1635815345645551618;1635692510990282759;1635551493234335744;1635799267695550464;1635696200157474837;1635718629911330817;1635615272236113924;1635412225233141762;1635706368823898119;1635698885900533760;1635576259781574659;1635716045762592797;1635656925873336327;1635646714576027649;1635701474788356097;1635694419197440001;1635701780230156291;1635603860596183042;1635693064449667089;1635715363600990211;1635703362183151618;1635703621080821760;1635705278116294656;1635710793319579665;1635721795134259211;1635649444682305536;1635630581143699456;1635347899147239424;1635354719307829249;1635469492837834752;1635327740177162240;1635399708574380032;1635357818097401856;1635329955893764096;1635262813634719746;1635266073800085504;1635266690023043072;1635234614209048576;1635434337767235586;1635310094132076544;1635317687869128704;1635055777131139073;1635340093459419137;1635265824230641665;1635334340610785280;1634993401316913153;1634998597023592452;1634991880143532032;1634957207921119232;1635042543569371137;1634840114064134144,25549115;62556990;1373711826119094272;1327700037783187457;1373711826119094272;1373711826119094272;1141021040581042177;1372605121935200258;1373711826119094272;338827367;1474403547173302276;275356296;1604592236632702978;14224719;68537333;15392486;933708359970287625;21192954;805532293951606785;275356296;1373711826119094272;1234220435753066496;246621297;15392486;1357066375559274501;1378347953677611013;1373711826119094272;68537333;907410554238717953;399216451;1535801177010753537;41634520;18856867;1373711826119094272;68537333;68537333;399216451;1535801177010753537;1408389368230957064;1408389368230957064;1535801177010753537;56562803;1259170920628776960;1483252297996156934;912912529;1373711826119094272;56562803;1373711826119094272;56562803;1404232033501593601;975200486;56562803;246621297;1408389368230957064;15392486;68537333;1209498161305264128;301084568;399216451;1380638623675121665;1283908703528251392;1141021040581042177,1249146592797626369;1141021040581042177;1373711826119094272;1474403547173302276;275356296;1613023998308229122;68537333;1373711826119094272;912912529;68739089;1349149096909668363,,1635913583531032577;1635913336729780225;1635913314827108354;1635912895426088967;1635912807135985672;1635912313109876741;1635911825706582017;1635911536924565510;1635911468528046080;1635909952878571520;1635901166583439361;1635893206293557248;1635879927181623296;1635879556950401024;1635879453741154306;1635879364410867712;1635879292621176832;1635879239093456897;1635879193862094853;1635879108419948547;1635878995173732354;1635878954153435136;1635878279780663296;1635855871745089538;1635852369643851776;1635852284893728768;1635852166526279683;1635761904068214784;1635761584583880704;1635756420175110146;1635756218018045952;1635756042549358593;1635755750143438848;1635746736894513163;1635746050341474309;1635745768140345344;1635745663026880512;1635745498933104645;1635745349687185415;1635745325267955712;1635744460121477120;1635744383248236544;1635744325152964609;1635742493827559424;1635742344380317696;1635740362668142592;1635740275275595776;1635740254442524672;1635740126369427459;1635737160405094400;1635737004850941953;1635735624744587271;1635650665925181441;1635650522962337792;1635650479958151168;1635487841240350720;1635487725196550145;1635479230200045573;1635478221100810240;1635477648343449606;1635477609839747072;1635477470345564162;1635477367081816065;1635477159388250113;1635476966165082112;1635476348524445696;1635476085981970432;1635475473458405377;1635475282340749312;1635475161096032257;1635474768182018050;1635474586379907072;1635473949105750018;1635473007367057413;1635385788824428545;1635373170885808128;1635135819613888512;1635135634124976128;1635134811605209089;1635134637759692805;1635121615431401475;1635121400972443651;1635105829245550592;1635040597361950721;1635040532325076992
2673185698,Social Distance Ninja,Buckysmiles,1987.0,5002.0,449087.0,2014-07-04T20:36:26.000Z,False,"Law and Order CI, Marvel fan, Vincent D'Onofrio, Chris Evans, Sebastian Stan, Robert Downey Jr., Mark Ruffalo, Clark Gregg, Anthony Mackie, Stan Lee","Brooklyn,  NY",,,,,,,,,
541529471,#HOUSE_GOP_IS_A_CRIMINAL_GANG,Memorablelabia,2653.0,5002.0,116910.0,2012-03-31T10:05:18.000Z,True,🌊 #PutinHasEpsteinTrumpStatRapeTapes - Original #YIPPIE/SDS/WU. AntiFa for 50 yrs. In #TheResistance from Day 1. HF Aspie w/SS - Google: “Jondalf Thrasher” 🌊,"Bumphuq, AridZona ",7.0,40.0,9.0,0.0,1635810113620520964;1635264445416079360;1635749617194213378;1635772646863572992;1635424176491364353;1634946524798160899;1634425851281547270;1635283422867488772;1635242378352279557;1635278460057964547;1635251569884270592;1634674691075084288;1635245899143315456;1635217417294213123;1635264338935308288;1635236278999588864;1635190599145099265;1635262169850990593;1635262115589283841;1632465101872840704;1635259821493460993;1635262009842491392;1633604224843120640;1635029057401155585;1635261975981854722;1635016268360351745;1635003944811520000;1635085565082365952;1635015197814579200;1634987522332950529;1635150005421088768;1635005989882822656;1634962282311745537;1635199000197615617;1635118236940525572;1635169184098451456;1634978888882458627;1635235664752177153;1634990050705326080;1635084711877029888,541529471;1205226529455632385;132339474;15115280;541529471;1520612280643162112;1520925178435276800;1493581724705595395;843433646962999296;979212105533440000;1101237231187046401;1091440768693096448;1075018796832706560;39129829;454939194;55060090;2293764996;2876041031;1089283916526170112;3938173949;15464697;2272300260;123327472;459872442;15476712;447342610;1298372735383605249;1539501590;1325562386074505220;27675991;886398296146706432;1720641698;496455154;798014931207589888;1640929196;1230011019390382080;1304495012529541127;291062420;949688568674480128;4327127414,336249081;41207820;541529471;41207820;41207820;41207820;41207820;41207820;2966770391,,1635909802261118977;1635908550789844992;1635846163818770434;1635845792429752321;1635845500187602944;1635810854812655623;1635810568723365889;1635810495860035584;1635810113620520964;1635809694995415042;1635808597987807234;1635424176491364353;1635423566173986816;1635423225479049216;1635408974014201859;1635408850722652161;1635408754224287747;1635408076437327872;1635407446968770560;1635406968507731968;1635403393740206080;1635293715446251520;1635293541701419008;1635293469030912001;1635289048012177411;1635287487483637764;1635265736448049152;1635265345333362688;1635265306653528065;1635264735242518529;1635263906049556482;1635263575400001536;1635263440087547907;1635263394898153472;1635262777207193601;1635262701286080512;1635262480669900801;1635262423920934912;1635262405445042176;1635262328915755008;1635239058078310400;1635238944261705729;1635238884870348800;1635238747179745280;1635238637205065728;1635238585501900800;1635238556011757569;1635238424151195648;1635238286913568768;1635238239924785152;1635238025969156097;1635237941705580545;1635236647838318593;1635236505752064004;1635236430539784194;1635228306986655744
2358170251,Erinescence🇺🇦,Erinescence,1144.0,1365.0,155968.0,2014-02-23T15:52:58.000Z,False,"Dogs, politics and good TV",,9.0,69.0,3.0,2.0,1635903703042478082;1635802829217579009;1635791198794153984;1635747418305179648;1635742020516937753;1635742634139320320;1635480514139246592;1635733622572433408;1635733818681294860;1635446413017456640;1635689901717958664;1635690574014558223;1635665251734528002;1635659113639079941;1635657280434626562;1635612027744927744;1635584009341108227;1635592219884154881;1635592216897789952;1635422217357131777;1635227060909260803;1635412101861900288;1635257411396325378;1635345304420782083;1635362177363378176;1635361818817499136;1635361121669644288;1635357888310046720;1635358845882232832;1635345418975588352;1635338633883582471;1635334774960312322;1635288941418147846;1635296789661372418;1635303431148797954;1634949942237356039;1635246904442339330;1635284148800884743;1635285394077155332;1635277314199289857;1635248606042259457;1635277783076323332;1635273388729176067;1635271875407368193;1635254240775143424;1635254882880962561;1635255167221399553;1635083415908384768;1635081835830218752;1635048746408103938;1635048972942446593;1635047454172401664;1635042240543461377;1635024322829107200;1635012689197158400;1634710321448321024;1634639557005025281;1635006074972692480;1634911958175711237;1634962860957921281;1634963238835335168;1634947361112727554;1634960996451356673;1634961244255035393;1634960885319094272;1634928387142864896;1634939230152716289;1634723618704826369;1634911874004455426,29769998;586032653;1222773302441148416;44808326;14335144;90452704;23578274;1133795508;1133795508;3357176170;188412002;5402612;15464697;2479008908;22187085;1449998204;250386727;1133795508;1133795508;935314503302107136;3579621921;235236313;18736936;327577091;91180720;4099171;4099171;4099171;456806128;1638819715;14190948;16745361;18052661;327577091;1045110787;22162854;2306575525;800942537083068416;604940737;14096763;334385278;17468528;29769998;807095;276445663;20280088;3579621921;38307346;191298624;309822757;309822757;77528520;14888467;39279821;6576492;16144132;23281108;299273962;33805522;43878033;847720358;85401970;948946378939609089;15537302;15537302;889745082;42518865;14536203;810590628727914496,15201979;22429979;1511894747568381959,6576492;16378486,1635913729798750208;1635803934303371264;1635802138063568896;1635801275139870720;1635770859607539712;1635766074506444801;1635743128370966530;1635742921604440064;1635740071553892381;1635733943306649616;1635733927850651648;1635699038908448768;1635691320529367065;1635691095110692883;1635667627388416000;1635660554541965312;1635659616376815617;1635658959662055428;1635626616637493250;1635624475411578882;1635614020710416384;1635611201328627712;1635600769813544961;1635600675680681985;1635600145722097664;1635566819657367552;1635422657540681728;1635421092323155970;1635413490944069632;1635394047270588416;1635363089498673152;1635363061073870848;1635362162196770816;1635362135340642304;1635362086036594688;1635361848638996481;1635348037970313216;1635347893371695104;1635337842531643392;1635308867205885954;1635307177480175616;1635303634476109826;1635299997272141837;1635296208997736451;1635287355916701697;1635286441914945542;1635286320934457346;1635279581107322884;1635279471484997634;1635279349476904960;1635276609103204354;1635276474168254467;1635255877526769665;1635255701256929280;1635255654045847553;1635254950023561222;1635087888710012930;1635083838958485506;1635052258282053632;1635052139365146625;1635049790257123328;1635046659460845568;1635025221597171712;1635015637327282177;1635009464364572672;1635009403366838275;1635009348345950208;1635008307739099136;1634974755492364288;1634970778453303296;1634967742859313153;1634966839435628544;1634964391690129410;1634962744410783744;1634962673711595521;1634962637024026624;1634962283909767168;1634946525280468992;1634917436607590401;1634915645048385536;1634912431213277185;1634911196695633927;1634908571963101184
